data_hora,item,tipo,quantidade
2026-01-01 10:46:00,SKU-34,Entrada,53
2026-01-01 18:59:00,SKU-19,Entrada,16
2026-01-01 09:19:00,SKU-27,Saída,32
2026-01-01 17:28:00,SKU-3,Saída,65
2026-01-01 18:28:00,SKU-11,Entrada,18
2026-01-01 03:02:00,SKU-15,Saída,12
2026-01-01 18:45:00,SKU-31,Entrada,21
2026-01-01 12:58:00,SKU-18,Saída,5
2026-01-01 01:53:00,SKU-17,Saída,25
2026-01-01 01:22:00,SKU-22,Entrada,14
2026-01-01 15:47:00,SKU-21,Entrada,70
2026-01-01 19:34:00,SKU-28,Saída,24
2026-01-01 04:35:00,SKU-38,Saída,5
2026-01-01 00:05:00,SKU-17,Saída,18
2026-01-01 04:26:00,SKU-21,Saída,10
2026-01-01 17:28:00,SKU-40,Saída,60
2026-01-01 17:13:00,SKU-3,Entrada,61
2026-01-01 19:28:00,SKU-32,Entrada,12
2026-01-01 21:19:00,SKU-21,Saída,15
2026-01-01 00:02:00,SKU-33,Entrada,19
2026-01-01 08:50:00,SKU-17,Saída,8
2026-01-01 03:55:00,SKU-1,Saída,22
2026-01-01 14:37:00,SKU-17,Saída,45
2026-01-01 06:50:00,SKU-37,Saída,14
2026-01-01 19:12:00,SKU-6,Entrada,17
2026-01-01 06:22:00,SKU-15,Entrada,23
2026-01-01 20:32:00,SKU-30,Entrada,19
2026-01-01 01:47:00,SKU-40,Saída,16
2026-01-01 01:08:00,SKU-32,Saída,25
2026-01-01 03:06:00,SKU-31,Entrada,17
2026-01-01 05:30:00,SKU-29,Entrada,18
2026-01-01 21:42:00,SKU-22,Saída,15
2026-01-01 06:39:00,SKU-13,Saída,17
2026-01-01 05:55:00,SKU-1,Saída,20
2026-01-01 15:11:00,SKU-32,Entrada,63
2026-01-01 14:20:00,SKU-38,Saída,53
2026-01-01 01:10:00,SKU-1,Entrada,11
2026-01-01 18:17:00,SKU-28,Entrada,7
2026-01-01 18:12:00,SKU-6,Entrada,17
2026-01-01 04:35:00,SKU-9,Entrada,18
2026-01-01 07:15:00,SKU-1,Entrada,21
2026-01-01 23:55:00,SKU-28,Saída,22
2026-01-01 22:05:00,SKU-38,Saída,24
2026-01-01 06:47:00,SKU-39,Saída,20
2026-01-01 09:41:00,SKU-37,Entrada,23
2026-01-01 13:13:00,SKU-26,Entrada,9
2026-01-01 11:39:00,SKU-19,Entrada,35
2026-01-01 22:17:00,SKU-3,Entrada,7
2026-01-01 14:04:00,SKU-17,Entrada,76
2026-01-01 15:36:00,SKU-10,Saída,73
2026-01-01 23:01:00,SKU-19,Entrada,12
2026-01-01 13:41:00,SKU-6,Saída,19
2026-01-01 23:07:00,SKU-16,Saída,8
2026-01-01 06:09:00,SKU-1,Saída,24
2026-01-01 09:15:00,SKU-27,Entrada,27
2026-01-01 03:08:00,SKU-13,Saída,16
2026-01-01 00:54:00,SKU-14,Entrada,6
2026-01-01 13:31:00,SKU-2,Saída,15
2026-01-01 23:32:00,SKU-11,Saída,17
2026-01-01 10:27:00,SKU-31,Entrada,30
2026-01-01 21:42:00,SKU-27,Entrada,18
2026-01-01 15:36:00,SKU-11,Entrada,72
2026-01-01 16:46:00,SKU-30,Entrada,54
2026-01-01 14:21:00,SKU-13,Saída,62
2026-01-01 02:45:00,SKU-12,Entrada,9
2026-01-01 13:15:00,SKU-30,Saída,6
2026-01-01 00:50:00,SKU-23,Saída,25
2026-01-01 06:16:00,SKU-13,Entrada,14
2026-01-01 08:11:00,SKU-26,Entrada,14
2026-01-01 16:00:00,SKU-3,Saída,58
2026-01-01 03:28:00,SKU-34,Saída,13
2026-01-01 15:47:00,SKU-24,Entrada,51
2026-01-01 04:04:00,SKU-34,Entrada,12
2026-01-01 15:20:00,SKU-29,Entrada,75
2026-01-01 18:21:00,SKU-28,Entrada,9
2026-01-01 05:43:00,SKU-17,Saída,5
2026-01-01 18:06:00,SKU-20,Entrada,18
2026-01-01 12:45:00,SKU-25,Entrada,10
2026-01-01 16:46:00,SKU-40,Saída,76
2026-01-01 04:36:00,SKU-19,Saída,8
2026-01-01 03:59:00,SKU-36,Entrada,17
2026-01-01 03:06:00,SKU-28,Entrada,6
2026-01-01 23:49:00,SKU-5,Saída,16
2026-01-01 08:38:00,SKU-10,Saída,16
2026-01-01 01:16:00,SKU-25,Entrada,18
2026-01-01 22:41:00,SKU-18,Entrada,20
2026-01-01 08:46:00,SKU-10,Entrada,9
2026-01-01 05:51:00,SKU-32,Entrada,9
2026-01-01 22:45:00,SKU-11,Entrada,21
2026-01-01 17:23:00,SKU-25,Entrada,41
2026-01-01 10:32:00,SKU-11,Entrada,56
2026-01-01 10:26:00,SKU-28,Entrada,57
2026-01-01 03:01:00,SKU-34,Entrada,5
2026-01-01 02:21:00,SKU-28,Entrada,15
2026-01-01 15:19:00,SKU-15,Entrada,49
2026-01-01 14:57:00,SKU-6,Entrada,67
2026-01-01 08:35:00,SKU-11,Saída,7
2026-01-01 23:08:00,SKU-2,Saída,6
2026-01-01 02:41:00,SKU-18,Saída,12
2026-01-01 04:06:00,SKU-30,Saída,9
2026-01-01 05:55:00,SKU-21,Saída,16
2026-01-01 03:30:00,SKU-37,Entrada,7
2026-01-01 20:42:00,SKU-9,Saída,16
2026-01-01 17:29:00,SKU-20,Saída,41
2026-01-01 04:17:00,SKU-1,Entrada,5
2026-01-01 08:58:00,SKU-37,Entrada,14
2026-01-01 15:39:00,SKU-13,Saída,47
2026-01-01 18:21:00,SKU-28,Entrada,19
2026-01-01 05:54:00,SKU-28,Entrada,5
2026-01-01 09:18:00,SKU-38,Saída,58
2026-01-01 13:32:00,SKU-16,Entrada,25
2026-01-01 17:33:00,SKU-11,Entrada,60
2026-01-01 15:57:00,SKU-40,Saída,75
2026-01-01 08:36:00,SKU-37,Saída,13
2026-01-01 05:11:00,SKU-35,Saída,17
2026-01-01 21:32:00,SKU-27,Entrada,18
2026-01-01 00:11:00,SKU-23,Entrada,15
2026-01-01 07:01:00,SKU-29,Entrada,23
2026-01-01 01:11:00,SKU-10,Entrada,7
2026-01-01 17:13:00,SKU-39,Saída,59
2026-01-01 22:53:00,SKU-13,Entrada,13
2026-01-01 13:43:00,SKU-1,Saída,5
2026-01-01 04:15:00,SKU-40,Entrada,19
2026-01-01 22:49:00,SKU-39,Entrada,12
2026-01-01 15:35:00,SKU-30,Entrada,76
2026-01-01 14:23:00,SKU-17,Saída,79
2026-01-01 06:59:00,SKU-10,Saída,5
2026-01-01 21:47:00,SKU-13,Saída,7
2026-01-01 05:13:00,SKU-8,Entrada,14
2026-01-01 22:53:00,SKU-19,Saída,14
2026-01-01 20:00:00,SKU-10,Entrada,22
2026-01-01 05:22:00,SKU-26,Saída,22
2026-01-01 09:39:00,SKU-31,Saída,40
2026-01-01 10:31:00,SKU-36,Entrada,26
2026-01-01 14:14:00,SKU-22,Saída,54
2026-01-01 22:04:00,SKU-1,Entrada,23
2026-01-01 16:52:00,SKU-12,Entrada,72
2026-01-01 10:44:00,SKU-11,Saída,32
2026-01-01 08:38:00,SKU-24,Entrada,18
2026-01-01 11:31:00,SKU-39,Saída,41
2026-01-01 12:23:00,SKU-12,Entrada,7
2026-01-01 02:45:00,SKU-11,Saída,10
2026-01-01 05:00:00,SKU-33,Entrada,18
2026-01-01 16:32:00,SKU-14,Saída,59
2026-01-01 06:05:00,SKU-28,Entrada,6
2026-01-01 19:06:00,SKU-10,Entrada,20
2026-01-01 18:06:00,SKU-7,Saída,21
2026-01-01 14:01:00,SKU-14,Saída,44
2026-01-01 08:00:00,SKU-23,Saída,17
2026-01-01 21:40:00,SKU-23,Saída,16
2026-01-01 19:09:00,SKU-9,Saída,21
2026-01-01 14:50:00,SKU-4,Entrada,38
2026-01-01 22:25:00,SKU-21,Saída,21
2026-01-01 09:20:00,SKU-20,Entrada,39
2026-01-01 14:17:00,SKU-8,Entrada,80
2026-01-01 20:57:00,SKU-24,Saída,6
2026-01-01 07:30:00,SKU-25,Saída,19
2026-01-01 08:57:00,SKU-26,Saída,10
2026-01-01 08:25:00,SKU-8,Saída,10
2026-01-01 03:50:00,SKU-5,Saída,25
2026-01-01 17:35:00,SKU-5,Saída,54
2026-01-01 01:04:00,SKU-36,Saída,14
2026-01-01 17:32:00,SKU-4,Entrada,39
2026-01-02 04:00:00,SKU-15,Saída,22
2026-01-02 08:00:00,SKU-27,Saída,13
2026-01-02 17:39:00,SKU-23,Entrada,53
2026-01-02 15:04:00,SKU-11,Entrada,63
2026-01-02 19:09:00,SKU-5,Saída,7
2026-01-02 06:21:00,SKU-22,Entrada,19
2026-01-02 03:03:00,SKU-20,Entrada,12
2026-01-02 07:22:00,SKU-20,Entrada,7
2026-01-02 18:51:00,SKU-31,Entrada,5
2026-01-02 13:56:00,SKU-7,Entrada,6
2026-01-02 00:46:00,SKU-7,Saída,19
2026-01-02 13:15:00,SKU-27,Entrada,10
2026-01-02 12:55:00,SKU-10,Saída,19
2026-01-02 15:28:00,SKU-13,Entrada,47
2026-01-02 19:23:00,SKU-34,Saída,5
2026-01-02 08:31:00,SKU-23,Saída,7
2026-01-02 10:02:00,SKU-12,Entrada,37
2026-01-02 20:38:00,SKU-4,Saída,14
2026-01-02 13:08:00,SKU-18,Entrada,22
2026-01-02 12:55:00,SKU-33,Saída,12
2026-01-02 23:29:00,SKU-28,Entrada,8
2026-01-02 19:57:00,SKU-6,Entrada,8
2026-01-02 17:00:00,SKU-29,Entrada,71
2026-01-02 14:28:00,SKU-31,Entrada,38
2026-01-02 14:43:00,SKU-35,Saída,62
2026-01-02 14:40:00,SKU-25,Entrada,46
2026-01-02 03:35:00,SKU-9,Entrada,8
2026-01-02 19:22:00,SKU-10,Entrada,13
2026-01-02 23:56:00,SKU-29,Saída,19
2026-01-02 18:27:00,SKU-21,Entrada,17
2026-01-02 03:10:00,SKU-26,Entrada,16
2026-01-02 10:36:00,SKU-36,Saída,23
2026-01-02 11:27:00,SKU-9,Entrada,43
2026-01-02 19:25:00,SKU-8,Entrada,18
2026-01-02 08:03:00,SKU-25,Saída,10
2026-01-02 12:48:00,SKU-33,Saída,12
2026-01-02 22:32:00,SKU-28,Entrada,15
2026-01-02 08:14:00,SKU-14,Entrada,21
2026-01-02 22:16:00,SKU-7,Entrada,25
2026-01-02 19:28:00,SKU-35,Entrada,10
2026-01-02 15:55:00,SKU-29,Saída,78
2026-01-02 11:12:00,SKU-3,Entrada,47
2026-01-02 18:08:00,SKU-25,Saída,20
2026-01-02 00:54:00,SKU-6,Entrada,18
2026-01-02 22:16:00,SKU-11,Entrada,13
2026-01-02 00:40:00,SKU-20,Saída,10
2026-01-02 05:42:00,SKU-32,Entrada,12
2026-01-02 06:49:00,SKU-29,Saída,19
2026-01-02 01:26:00,SKU-30,Saída,22
2026-01-02 10:38:00,SKU-3,Entrada,30
2026-01-02 17:14:00,SKU-12,Entrada,44
2026-01-02 12:37:00,SKU-8,Entrada,14
2026-01-02 18:59:00,SKU-29,Entrada,17
2026-01-02 06:05:00,SKU-33,Saída,23
2026-01-02 11:56:00,SKU-33,Entrada,34
2026-01-02 03:25:00,SKU-2,Saída,14
2026-01-02 22:44:00,SKU-37,Entrada,20
2026-01-02 01:49:00,SKU-15,Saída,25
2026-01-02 16:32:00,SKU-7,Saída,35
2026-01-02 15:17:00,SKU-4,Entrada,80
2026-01-02 22:29:00,SKU-14,Entrada,18
2026-01-02 12:18:00,SKU-15,Entrada,17
2026-01-02 20:09:00,SKU-4,Entrada,16
2026-01-02 09:02:00,SKU-32,Entrada,60
2026-01-02 04:54:00,SKU-2,Entrada,20
2026-01-02 01:59:00,SKU-21,Entrada,20
2026-01-02 06:29:00,SKU-22,Saída,24
2026-01-02 04:26:00,SKU-4,Saída,5
2026-01-02 04:44:00,SKU-5,Entrada,17
2026-01-02 05:08:00,SKU-15,Entrada,13
2026-01-02 13:59:00,SKU-32,Entrada,17
2026-01-02 06:08:00,SKU-2,Saída,25
2026-01-02 17:03:00,SKU-8,Entrada,78
2026-01-02 02:00:00,SKU-36,Entrada,24
2026-01-02 23:57:00,SKU-40,Saída,19
2026-01-02 06:25:00,SKU-17,Saída,15
2026-01-02 16:16:00,SKU-34,Entrada,54
2026-01-02 23:09:00,SKU-37,Saída,13
2026-01-02 10:09:00,SKU-37,Saída,23
2026-01-02 02:34:00,SKU-19,Saída,21
2026-01-02 17:21:00,SKU-34,Saída,59
2026-01-02 07:25:00,SKU-24,Entrada,18
2026-01-02 15:33:00,SKU-14,Saída,57
2026-01-02 11:54:00,SKU-29,Entrada,38
2026-01-02 22:08:00,SKU-23,Saída,5
2026-01-02 12:52:00,SKU-26,Entrada,19
2026-01-02 18:17:00,SKU-5,Saída,13
2026-01-02 15:58:00,SKU-38,Entrada,66
2026-01-02 19:30:00,SKU-7,Entrada,21
2026-01-02 17:45:00,SKU-7,Saída,38
2026-01-02 07:31:00,SKU-7,Saída,7
2026-01-02 11:42:00,SKU-15,Saída,47
2026-01-02 21:43:00,SKU-3,Saída,15
2026-01-02 08:02:00,SKU-33,Saída,19
2026-01-02 17:18:00,SKU-40,Entrada,77
2026-01-02 13:54:00,SKU-20,Entrada,9
2026-01-02 20:56:00,SKU-24,Saída,6
2026-01-02 00:47:00,SKU-10,Saída,19
2026-01-02 11:58:00,SKU-28,Entrada,55
2026-01-02 23:51:00,SKU-19,Saída,15
2026-01-02 10:03:00,SKU-28,Saída,52
2026-01-02 15:00:00,SKU-5,Saída,74
2026-01-02 20:35:00,SKU-18,Entrada,14
2026-01-02 03:46:00,SKU-40,Saída,25
2026-01-02 03:09:00,SKU-26,Entrada,14
2026-01-02 20:05:00,SKU-2,Entrada,9
2026-01-02 00:39:00,SKU-10,Saída,12
2026-01-02 17:19:00,SKU-24,Entrada,49
2026-01-02 03:26:00,SKU-15,Entrada,13
2026-01-02 08:24:00,SKU-12,Saída,24
2026-01-02 03:56:00,SKU-14,Entrada,6
2026-01-02 18:43:00,SKU-7,Entrada,23
2026-01-02 18:57:00,SKU-16,Entrada,13
2026-01-02 10:32:00,SKU-11,Saída,45
2026-01-02 16:41:00,SKU-7,Entrada,79
2026-01-02 21:50:00,SKU-35,Entrada,17
2026-01-02 18:55:00,SKU-15,Saída,22
2026-01-02 23:03:00,SKU-21,Saída,19
2026-01-02 11:42:00,SKU-29,Entrada,24
2026-01-02 18:05:00,SKU-10,Entrada,24
2026-01-02 19:10:00,SKU-14,Entrada,24
2026-01-02 18:39:00,SKU-25,Entrada,10
2026-01-02 11:44:00,SKU-32,Entrada,34
2026-01-02 15:08:00,SKU-28,Saída,54
2026-01-02 19:06:00,SKU-40,Entrada,11
2026-01-02 22:19:00,SKU-30,Entrada,15
2026-01-02 22:38:00,SKU-15,Entrada,14
2026-01-02 15:08:00,SKU-33,Entrada,69
2026-01-02 02:42:00,SKU-32,Entrada,16
2026-01-02 23:43:00,SKU-23,Saída,14
2026-01-02 19:34:00,SKU-24,Saída,25
2026-01-02 17:31:00,SKU-13,Saída,77
2026-01-02 07:33:00,SKU-14,Entrada,20
2026-01-02 08:32:00,SKU-6,Saída,22
2026-01-02 13:33:00,SKU-27,Saída,8
2026-01-02 10:42:00,SKU-34,Saída,20
2026-01-02 00:41:00,SKU-35,Saída,20
2026-01-02 14:48:00,SKU-6,Saída,62
2026-01-02 10:52:00,SKU-39,Entrada,46
2026-01-02 05:20:00,SKU-35,Saída,25
2026-01-02 04:20:00,SKU-12,Entrada,13
2026-01-02 23:03:00,SKU-17,Entrada,19
2026-01-02 23:05:00,SKU-35,Entrada,8
2026-01-02 13:14:00,SKU-30,Saída,6
2026-01-02 23:14:00,SKU-2,Entrada,18
2026-01-02 15:46:00,SKU-14,Entrada,62
2026-01-02 23:11:00,SKU-27,Saída,9
2026-01-02 16:15:00,SKU-15,Entrada,42
2026-01-02 16:44:00,SKU-14,Entrada,67
2026-01-02 19:24:00,SKU-36,Entrada,9
2026-01-02 10:57:00,SKU-21,Saída,54
2026-01-02 01:59:00,SKU-18,Entrada,15
2026-01-02 04:31:00,SKU-36,Saída,8
2026-01-02 02:17:00,SKU-17,Saída,9
2026-01-02 13:59:00,SKU-40,Saída,9
2026-01-02 09:28:00,SKU-28,Saída,27
2026-01-02 07:33:00,SKU-38,Saída,16
2026-01-02 13:21:00,SKU-18,Saída,13
2026-01-02 02:59:00,SKU-4,Entrada,11
2026-01-02 23:36:00,SKU-5,Saída,6
2026-01-02 21:18:00,SKU-32,Saída,18
2026-01-02 05:37:00,SKU-4,Saída,21
2026-01-02 11:32:00,SKU-29,Saída,58
2026-01-02 23:25:00,SKU-10,Entrada,18
2026-01-02 08:20:00,SKU-33,Entrada,12
2026-01-02 02:12:00,SKU-16,Saída,8
2026-01-02 05:42:00,SKU-39,Saída,14
2026-01-02 13:18:00,SKU-40,Saída,14
2026-01-02 19:08:00,SKU-4,Entrada,19
2026-01-02 01:58:00,SKU-7,Entrada,22
2026-01-02 21:08:00,SKU-2,Saída,17
2026-01-02 13:01:00,SKU-1,Saída,24
2026-01-02 10:08:00,SKU-22,Entrada,44
2026-01-02 19:49:00,SKU-24,Entrada,10
2026-01-02 10:03:00,SKU-5,Entrada,57
2026-01-02 20:24:00,SKU-22,Entrada,24
2026-01-02 13:21:00,SKU-39,Saída,8
2026-01-02 11:44:00,SKU-39,Entrada,39
2026-01-02 19:32:00,SKU-27,Saída,25
2026-01-02 08:51:00,SKU-8,Saída,13
2026-01-02 20:48:00,SKU-26,Saída,18
2026-01-02 00:01:00,SKU-20,Entrada,6
2026-01-02 01:47:00,SKU-36,Entrada,19
2026-01-02 08:23:00,SKU-6,Entrada,20
2026-01-02 10:51:00,SKU-12,Saída,22
2026-01-02 14:58:00,SKU-7,Entrada,46
2026-01-02 09:29:00,SKU-32,Saída,48
2026-01-02 21:20:00,SKU-36,Entrada,10
2026-01-02 08:50:00,SKU-20,Saída,12
2026-01-02 09:29:00,SKU-19,Entrada,36
2026-01-02 05:47:00,SKU-21,Saída,11
2026-01-02 04:58:00,SKU-3,Entrada,21
2026-01-02 21:10:00,SKU-15,Entrada,23
2026-01-02 03:51:00,SKU-28,Saída,13
2026-01-02 05:19:00,SKU-14,Entrada,5
2026-01-02 07:45:00,SKU-32,Saída,21
2026-01-02 23:14:00,SKU-12,Entrada,7
